지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C)
143,대구,1912-07,25.1,37.1,17.4
143,대구,1912-08,26.3,37.1,18.2
143,대구,1912-09,19.9,33.4,8.6
143,대구,1912-10,13.5,28.8,.9
143,대구,1912-11,4.1,19.9,-7.3
143,대구,1912-12,.3,11.6,-10.2
143,대구,1913-01,-2.1,8.9,-12.3
143,대구,1913-02,-.8,13.1,-14.8
143,대구,1913-03,4.2,21.5,-9.1
143,대구,1913-04,12.4,26,-.2
143,대구,1913-05,16.2,29.4,7.3
143,대구,1913-06,21.4,33,12.1
143,대구,1913-07,24.1,38.9,11.3
143,대구,1913-08,24.7,38.6,15.1
143,대구,1913-09,20,32.4,8.8
143,대구,1913-10,14.3,28.4,.5
143,대구,1913-11,7.5,21.1,-3.6
143,대구,1913-12,.9,14.6,-10.1
143,대구,1914-01,.3,16,-10.2
143,대구,1914-02,1.7,16.4,-8.7
143,대구,1914-03,7.5,21.7,-4.6
143,대구,1914-04,11.2,27.3,-.7
143,대구,1914-05,18.3,31.6,6.6
143,대구,1914-06,21.9,33.5,12.3
143,대구,1914-07,28.1,38.6,19.2
143,대구,1914-08,26.3,36.8,15.4
143,대구,1914-09,21.7,34.8,12.6
143,대구,1914-10,15.3,26.9,1.6
143,대구,1914-11,8.1,24.6,-6.1
143,대구,1914-12,1.7,16.8,-7.5
143,대구,1915-01,-1.6,15.1,-18.6
143,대구,1915-02,.8,13.9,-10.4
143,대구,1915-03,3.7,19.9,-10.9
143,대구,1915-04,11.3,26.5,-2.1
143,대구,1915-05,16.9,31.5,5.8
143,대구,1915-06,22.9,34.5,12.5
143,대구,1915-07,26.7,38.3,13.3
143,대구,1915-08,26.1,39,18
143,대구,1915-09,20.4,30.1,12.1
143,대구,1915-10,16.3,29.9,.8
143,대구,1915-11,8.7,21.6,-3.4
143,대구,1915-12,2.7,15.6,-11.1
143,대구,1916-01,1.4,13.6,-8.7
143,대구,1916-02,.9,13.6,-7.6
143,대구,1916-03,2.4,19.1,-6.9
143,대구,1916-04,11.3,23.9,-6
143,대구,1916-05,16.6,30.4,6.3
143,대구,1916-06,21.2,34.9,8.5
143,대구,1916-07,23.6,30.6,17.1
143,대구,1916-08,24.9,33.2,15.5
143,대구,1916-09,21.4,30.6,9.9
143,대구,1916-10,13.5,24.8,3.5
143,대구,1916-11,8.7,21.6,-4
143,대구,1916-12,1.2,15.9,-13.7
143,대구,1917-01,-5.1,6.9,-16.3
143,대구,1917-02,-1.1,15.1,-11.8
143,대구,1917-03,3.5,15.2,-8.6
143,대구,1917-04,11.4,25.1,-.1
143,대구,1917-05,15.5,30.1,2.8
143,대구,1917-06,20.6,33.8,9.3
143,대구,1917-07,26.2,37.7,17.2
143,대구,1917-08,24.9,37.3,15.8
143,대구,1917-09,20.8,31.1,8.9
143,대구,1917-10,14.3,25,.6
143,대구,1917-11,4.8,16.5,-7.4
143,대구,1917-12,-2.2,13.4,-15.2
143,대구,1918-01,-4.3,8.4,-15.1
143,대구,1918-02,1.4,17.6,-11.2
143,대구,1918-03,6.1,20.4,-5.5
143,대구,1918-04,11.1,25.9,0
143,대구,1918-05,15.6,27.4,5
143,대구,1918-06,21.7,32.3,10.5
143,대구,1918-07,23.7,33.2,16.2
143,대구,1918-08,24.6,34.9,17
143,대구,1918-09,19.2,30.9,7.3
143,대구,1918-10,13.6,24.9,-2
143,대구,1918-11,6.8,20.9,-3.4
143,대구,1918-12,1.5,12.4,-9.6
143,대구,1919-01,-1.9,8.7,-13.5
143,대구,1919-02,.8,14.4,-14
143,대구,1919-03,6.7,22.5,-3.7
143,대구,1919-04,12.3,25.1,0
143,대구,1919-05,16.4,31.1,2.6
143,대구,1919-06,21.6,33.1,12.6
143,대구,1919-07,24.8,35.9,15.7
143,대구,1919-08,25,34.3,15.9
143,대구,1919-09,20,29.9,9.2
143,대구,1919-10,13.5,25.4,-.2
143,대구,1919-11,7.3,21.3,-6.7
143,대구,1919-12,-.2,11.5,-12.3
143,대구,1920-01,-2.7,9,-16.4
143,대구,1920-02,-.3,8.5,-13.3
143,대구,1920-03,5.7,19.8,-5.3
143,대구,1920-04,12.3,26,1.6
143,대구,1920-05,16.7,31.6,7
143,대구,1920-06,22.1,34.6,10.8
143,대구,1920-07,26.3,36,20.5
143,대구,1920-08,25.2,34.2,17.7
143,대구,1920-09,21.6,32.6,11.5
143,대구,1920-10,15,27.4,4.5
143,대구,1920-11,8.9,25.4,-2.6
143,대구,1920-12,1.2,15.1,-7.7
143,대구,1921-01,.2,11.1,-9.7
143,대구,1921-02,.6,17.9,-11.5
143,대구,1921-03,4.1,18.9,-5.7
143,대구,1921-04,11.9,25.4,-.5
143,대구,1921-05,16.4,29.4,7.6
143,대구,1921-06,19.1,31.9,7.8
143,대구,1921-07,24.4,32.9,17.3
143,대구,1921-08,25.9,35.5,19.6
143,대구,1921-09,20.1,29.7,8.1
143,대구,1921-10,13.4,24.9,1.6
143,대구,1921-11,5.5,19.6,-8.6
143,대구,1921-12,1.4,16.1,-8.8
143,대구,1922-01,-3.4,8.4,-12.1
143,대구,1922-02,2.5,13.9,-13
143,대구,1922-03,5.3,18.9,-5.7
143,대구,1922-04,13.7,29,1.3
143,대구,1922-05,16.6,31.9,6.5
143,대구,1922-06,22.6,36.1,9.6
143,대구,1922-07,26.1,35.7,16.9
143,대구,1922-08,27.1,36.6,18.4
143,대구,1922-09,21.8,32.6,11.4
143,대구,1922-10,14.1,25.9,3.3
143,대구,1922-11,6.3,20.7,-5.6
143,대구,1922-12,-.4,9.1,-7.6
143,대구,1923-01,-3.9,8.2,-20.2
143,대구,1923-02,-1.3,10,-10.6
143,대구,1923-03,6.6,22.6,-6.5
143,대구,1923-04,11.2,26.6,1.2
143,대구,1923-05,17.2,27.3,6.9
143,대구,1923-06,21,32.1,11.6
143,대구,1923-07,24,34.4,15.8
143,대구,1923-08,27.5,36.9,21.1
143,대구,1923-09,20.5,32.7,7.6
143,대구,1923-10,13.8,24.5,3.2
143,대구,1923-11,6.6,17.9,-5
143,대구,1923-12,.4,12.9,-10.7
143,대구,1924-01,-.5,12.4,-12.4
143,대구,1924-02,.5,19.2,-9.7
143,대구,1924-03,2.8,20.4,-6.8
143,대구,1924-04,12.4,26.3,-2.7
143,대구,1924-05,16.3,29.9,6.1
143,대구,1924-06,20.9,32.4,11.4
143,대구,1924-07,27.7,38.3,21.6
143,대구,1924-08,26.2,36,18.3
143,대구,1924-09,20.3,31.5,10
143,대구,1924-10,14.1,27.5,-1
143,대구,1924-11,5.2,20.9,-6.2
143,대구,1924-12,.8,13,-8.6
143,대구,1925-01,-1.5,8.2,-10.3
143,대구,1925-02,-.9,10.6,-12.2
143,대구,1925-03,4.5,16.1,-7.8
143,대구,1925-04,11.2,25,-1
143,대구,1925-05,16.7,29.2,4.4
143,대구,1925-06,21.1,32.4,12.9
143,대구,1925-07,23.8,34.3,13.1
143,대구,1925-08,25.8,34,20.5
143,대구,1925-09,20.3,30.4,10.8
143,대구,1925-10,13.8,26.4,.3
143,대구,1925-11,8.5,20,-3.5
143,대구,1925-12,.5,14.4,-11.7
143,대구,1926-01,-1.4,9.4,-11.3
143,대구,1926-02,-.8,10.8,-14.9
143,대구,1926-03,5.4,23.2,-5.4
143,대구,1926-04,10.5,23.3,-2.1
143,대구,1926-05,16.3,28.1,6.2
143,대구,1926-06,21,32.8,9.1
143,대구,1926-07,25,33.5,14.8
143,대구,1926-08,26.9,36.8,18.6
143,대구,1926-09,20.8,30.8,11.5
143,대구,1926-10,12.4,23.2,1.8
143,대구,1926-11,8,20.5,-3.2
143,대구,1926-12,-1.1,14.9,-11.2
143,대구,1927-01,-1.3,12.3,-12.7
143,대구,1927-02,-.7,10.1,-11.9
143,대구,1927-03,5,22.5,-6.8
143,대구,1927-04,11.9,25.8,-3
143,대구,1927-05,15.4,30,4
143,대구,1927-06,22.1,36.4,12.1
143,대구,1927-07,27.2,39.2,19.2
143,대구,1927-08,25.3,33,18.4
143,대구,1927-09,19.6,28.7,10.2
143,대구,1927-10,14,28.6,2.1
143,대구,1927-11,9,21.9,-2
143,대구,1927-12,.9,12.3,-11
143,대구,1928-01,-1.8,10.9,-12.8
143,대구,1928-02,-.4,15.9,-10
143,대구,1928-03,5.6,22.1,-3.1
143,대구,1928-04,12.5,26.5,1.1
143,대구,1928-05,19,33.9,5.9
143,대구,1928-06,21.7,34.1,11.8
143,대구,1928-07,25.3,34.7,16.2
143,대구,1928-08,25.6,36.3,19.3
143,대구,1928-09,21,31.7,7
143,대구,1928-10,13.5,27.3,.7
143,대구,1928-11,6.6,18.9,-3.9
143,대구,1928-12,.9,12.3,-10.6
143,대구,1929-01,-1.9,12.5,-11.9
143,대구,1929-02,-1.1,17.7,-12.7
143,대구,1929-03,5.3,21.3,-6
143,대구,1929-04,11.3,28,-1.4
143,대구,1929-05,17.2,30.4,4.7
143,대구,1929-06,23.2,35.4,11.1
143,대구,1929-07,27.6,37.8,18.8
143,대구,1929-08,27.1,38.4,17.3
143,대구,1929-09,19.2,28.4,9
143,대구,1929-10,14.1,27.1,.8
143,대구,1929-11,6.7,17.6,-4.9
143,대구,1929-12,3.3,15.5,-8
143,대구,1930-01,-1.9,8.3,-11.5
143,대구,1930-02,3.1,15.5,-8.2
143,대구,1930-03,7.5,24,-1.5
143,대구,1930-04,12.2,27.6,-.5
143,대구,1930-05,17.8,31.6,5.9
143,대구,1930-06,21.5,34.9,11.5
143,대구,1930-07,26.6,34.6,20.2
143,대구,1930-08,26.2,36.7,18.5
143,대구,1930-09,19.4,30.4,7.7
143,대구,1930-10,14.9,25.6,6.6
143,대구,1930-11,5.4,17.1,-4.4
143,대구,1930-12,1,13.8,-10.7
143,대구,1931-01,-.5,10.8,-15.7
143,대구,1931-02,.2,13,-11.2
143,대구,1931-03,6.5,23.6,-8
143,대구,1931-04,10.5,23.1,-1.8
143,대구,1931-05,16.9,29.4,5.7
143,대구,1931-06,22.2,34.5,12.3
143,대구,1931-07,22.2,32,15.4
143,대구,1931-08,25.8,34.8,14.1
143,대구,1931-09,19.8,30.9,9.6
143,대구,1931-10,13.1,27,-.5
143,대구,1931-11,9.4,21.2,-3.9
143,대구,1931-12,2,16.3,-10.3
143,대구,1932-01,1.6,16.2,-7.5
143,대구,1932-02,.6,10.6,-10
143,대구,1932-03,4.2,17.8,-5.3
143,대구,1932-04,11.2,23.5,-3.2
143,대구,1932-05,17.7,31.2,4.8
143,대구,1932-06,21.2,33.8,9.3
143,대구,1932-07,27.7,39.3,15.8
143,대구,1932-08,25.3,39.3,18.3
143,대구,1932-09,18.8,28.2,10.9
143,대구,1932-10,12.9,27.5,-.1
143,대구,1932-11,7,23.4,-4.5
143,대구,1932-12,2.2,14.7,-9
143,대구,1933-01,-3.5,8.4,-15.2
143,대구,1933-02,-.6,11.4,-11.1
143,대구,1933-03,3.6,17.4,-8.7
143,대구,1933-04,12,26.5,.3
143,대구,1933-05,18.2,31.7,3.4
143,대구,1933-06,22.2,32.3,13.1
143,대구,1933-07,26.6,36.6,19
143,대구,1933-08,25.4,33.5,19.6
143,대구,1933-09,20.5,34,6.2
143,대구,1933-10,14.2,27,1.5
143,대구,1933-11,7.5,17.8,-3.4
143,대구,1933-12,3.5,14.3,-6.1
143,대구,1934-01,-3.9,8.7,-14.6
143,대구,1934-02,.4,12.5,-7.3
143,대구,1934-03,4.4,20.4,-7.5
143,대구,1934-04,11.2,25.4,-3.1
143,대구,1934-05,18.4,30.4,1.8
143,대구,1934-06,22.7,35.1,13.2
143,대구,1934-07,25.1,38.9,17.7
143,대구,1934-08,25.8,35.4,17.5
143,대구,1934-09,19.9,30.6,9
143,대구,1934-10,12.2,25.4,.6
143,대구,1934-11,6.2,16.4,-4.9
143,대구,1934-12,3.1,13.9,-6.2
143,대구,1935-01,-.1,12.1,-9.4
143,대구,1935-02,1.8,16.3,-10.7
143,대구,1935-03,7.5,21.9,-4.4
143,대구,1935-04,12.6,27,.5
143,대구,1935-05,17.9,33.8,4
143,대구,1935-06,21.9,33.2,12.9
143,대구,1935-07,25,36.7,17.4
143,대구,1935-08,26.2,37.2,19.1
143,대구,1935-09,20.2,31,9.2
143,대구,1935-10,15.3,26,3.6
143,대구,1935-11,8.2,22,-2.8
143,대구,1935-12,-.4,15.7,-10.4
143,대구,1936-01,-4.9,6,-14.6
143,대구,1936-02,-1.2,14.7,-16.4
143,대구,1936-03,2.3,16,-9.6
143,대구,1936-04,10.5,24.2,0
143,대구,1936-05,17.3,30.2,5.6
143,대구,1936-06,21.8,35,11.5
143,대구,1936-07,24.6,34.5,16.4
143,대구,1936-08,23.5,32.5,16.6
143,대구,1936-09,20.8,32.5,10.4
143,대구,1936-10,14.2,25.4,1.3
143,대구,1936-11,7.1,18.8,-3.6
143,대구,1936-12,2.2,19.9,-6.1
143,대구,1937-01,-.7,14.6,-10.4
143,대구,1937-02,1.9,16.3,-11.3
143,대구,1937-03,5.5,19,-3.1
143,대구,1937-04,11.3,24.8,-.6
143,대구,1937-05,17.6,29.2,6.3
143,대구,1937-06,20.6,31.3,11.2
143,대구,1937-07,25.3,35.9,15.7
143,대구,1937-08,27.1,36.7,20.9
143,대구,1937-09,21.3,32,9.7
143,대구,1937-10,14.3,25.3,-.4
143,대구,1937-11,8.4,20.6,-4.1
143,대구,1937-12,-.4,13.4,-10.9
143,대구,1938-01,-3.4,10,-13.7
143,대구,1938-02,-1.1,16.5,-11.5
143,대구,1938-03,6.7,20.2,-3.8
143,대구,1938-04,12.9,29.6,.8
143,대구,1938-05,18,30.5,6.2
143,대구,1938-06,20.3,30,13
143,대구,1938-07,25.6,38.4,15.4
143,대구,1938-08,27,37.4,20
143,대구,1938-09,20,32.2,8.3
143,대구,1938-10,15.3,28.4,3.8
143,대구,1938-11,6.1,20.7,-4.4
143,대구,1938-12,.9,12.4,-10.9
143,대구,1939-01,-2.1,11.2,-14.2
143,대구,1939-02,.5,13,-12.1
143,대구,1939-03,5.6,21.9,-4.7
143,대구,1939-04,12.2,26.5,-3.2
143,대구,1939-05,16.9,30.9,5.4
143,대구,1939-06,22.6,36.7,8.7
143,대구,1939-07,28,39.6,14.6
143,대구,1939-08,26.3,38.3,17.4
143,대구,1939-09,21.1,35.1,9.5
143,대구,1939-10,15.3,29.8,-.1
143,대구,1939-11,7.2,20.8,-5.2
143,대구,1939-12,1.3,13,-10
143,대구,1940-01,-3.2,14.6,-13.2
143,대구,1940-02,.2,13.8,-10.9
143,대구,1940-03,5.8,19.9,-7
143,대구,1940-04,11.5,25.8,-.9
143,대구,1940-05,18.1,32.9,4.3
143,대구,1940-06,21.8,36.2,10.9
143,대구,1940-07,26,34.3,19.6
143,대구,1940-08,24.6,35.5,15.4
143,대구,1940-09,19.3,29.3,9.5
143,대구,1940-10,14.7,26.5,2.5
143,대구,1940-11,7.9,23.9,-5.6
143,대구,1940-12,2.2,13.8,-9.1
143,대구,1941-01,-.8,12.6,-12.6
143,대구,1941-02,.3,13.2,-13.2
143,대구,1941-03,6.4,26.1,-9.7
143,대구,1941-04,11.8,28.2,-1.7
143,대구,1941-05,18.1,30.3,6.8
143,대구,1941-06,20.7,33.3,11.8
143,대구,1941-07,22.2,32.2,14.2
143,대구,1941-08,24.8,35.2,16.7
143,대구,1941-09,19,28.3,10.9
143,대구,1941-10,13.3,27.6,.1
143,대구,1941-11,8.7,20,-5.4
143,대구,1941-12,2.5,14.4,-8.6
143,대구,1942-01,-2.5,13.2,-13.5
143,대구,1942-02,-1.2,12,-12.8
143,대구,1942-03,7.4,21.2,-3.6
143,대구,1942-04,12,26.1,-.4
143,대구,1942-05,15.8,31,5.7
143,대구,1942-06,22.7,33.8,10.3
143,대구,1942-07,29.3,39.7,17.4
143,대구,1942-08,25.7,40,19.3
143,대구,1942-09,20.7,32.3,11
143,대구,1942-10,13.5,27.7,-1.1
143,대구,1942-11,6.6,21.3,-6.7
143,대구,1942-12,.9,12.6,-9.8
143,대구,1943-01,-3.4,11.4,-14.9
143,대구,1943-02,.4,15,-14.7
143,대구,1943-03,6.4,18.4,-4.4
143,대구,1943-04,11.6,29,-.8
143,대구,1943-05,18.2,32.7,7.8
143,대구,1943-06,22.1,34.1,11.6
143,대구,1943-07,24.8,35.7,18.4
143,대구,1943-08,26.8,35.7,17.4
143,대구,1943-09,21.3,30.7,11.1
143,대구,1943-10,14.6,24.5,2.6
143,대구,1943-11,7.1,24.3,-6.2
143,대구,1943-12,1.9,15.2,-9.4
143,대구,1944-01,-.8,12.1,-10.4
143,대구,1944-02,-.1,14.4,-10.1
143,대구,1944-03,5.4,20,-4.7
143,대구,1944-04,11,26.8,-1.1
143,대구,1944-05,17.5,30.8,4.3
143,대구,1944-06,22.9,37.1,12.2
143,대구,1944-07,26.4,38.2,14.9
143,대구,1944-08,26.5,38.6,14
143,대구,1944-09,21.3,37.2,13.6
143,대구,1944-10,13.8,25,2.2
143,대구,1944-11,9,21,-3.2
143,대구,1944-12,-1.9,11.2,-10.4
143,대구,1945-01,-4.2,9.4,-14.4
143,대구,1945-02,-2.2,14.2,-12.7
143,대구,1945-03,4.7,22.3,-5.6
143,대구,1945-04,13.1,27.4,-.1
143,대구,1945-05,15.7,30.6,4.6
143,대구,1945-06,21.7,33.1,11.5
143,대구,1945-07,23.3,33.6,14.4
143,대구,1945-08,26.7,37.4,20
143,대구,1945-09,21.1,33.4,14.4
143,대구,1945-10,13.8,24.9,2.8
143,대구,1945-11,9.1,22.2,-1.9
143,대구,1945-12,.6,15.8,-9
143,대구,1946-01,0,14.9,-11.5
143,대구,1946-02,1.4,14.1,-9.2
143,대구,1946-03,4.6,18.5,-8.7
143,대구,1946-04,12.3,26.2,.5
143,대구,1946-05,16.6,28.7,6.7
143,대구,1946-06,21.9,35.1,12
143,대구,1946-07,26.4,37.5,17.6
143,대구,1946-08,25.9,34.8,17.3
143,대구,1946-09,20.4,32.4,10.9
143,대구,1946-10,14.2,27.7,.3
143,대구,1946-11,9.8,23.1,-3.9
143,대구,1946-12,-1.1,11.8,-11.3
143,대구,1947-01,-.7,9.3,-9.7
143,대구,1947-02,-2.4,15.3,-13.1
143,대구,1947-03,4,16.9,-7.2
143,대구,1947-04,12.5,27.6,-.6
143,대구,1947-05,16.4,30,5.3
143,대구,1947-06,19.4,31.9,10.6
143,대구,1947-07,24.3,35.3,14.5
143,대구,1947-08,26.5,34.5,18.6
143,대구,1947-09,19.9,32,10.9
143,대구,1947-10,12.4,23.2,-.2
143,대구,1947-11,5.7,22.3,-6.7
143,대구,1947-12,-1.5,13.7,-12.2
143,대구,1948-01,-1.6,14.8,-11.7
143,대구,1948-02,1,16.9,-9.4
143,대구,1948-03,5,21.5,-5.2
143,대구,1948-04,13.4,26,2.4
143,대구,1948-05,17.8,29.4,7.9
143,대구,1948-06,21.7,33.8,10.6
143,대구,1948-07,24.3,32.9,18.3
143,대구,1948-08,25.2,34.1,17.4
143,대구,1948-09,20.3,31.6,10.7
143,대구,1948-10,14.8,26.1,1.4
143,대구,1948-11,7.5,19.5,-5.7
143,대구,1948-12,5.4,17.4,-5.9
143,대구,1949-01,-.2,11.7,-9.5
143,대구,1949-02,3,15.9,-7.1
143,대구,1949-03,5.2,18.6,-4
143,대구,1949-04,10.8,26.5,-1.3
143,대구,1949-05,17.8,30.6,6.6
143,대구,1949-06,19.1,32.4,12.3
143,대구,1949-07,23.4,36.5,15
143,대구,1949-08,26.3,37.8,17.7
143,대구,1949-09,21.1,33.5,10.5
143,대구,1949-10,14.6,25.2,.9
143,대구,1949-11,7.8,20.7,-4.8
143,대구,1949-12,1.5,15.7,-10
143,대구,1950-01,1.2,11,-14
143,대구,1950-02,1.2,12.7,-7.9
143,대구,1950-03,5.4,18.2,-8.4
143,대구,1950-04,12.7,27.4,.7
143,대구,1950-05,17.9,32.8,8.2
143,대구,1950-06,21.1,32.5,11.5
143,대구,1950-07,25.8,35,14.8
143,대구,1950-08,25.9,37.1,15.7
143,대구,1950-09,20.2,33.9,8.4
143,대구,1950-10,14.9,26.2,-.7
143,대구,1950-11,7.4,22.2,-7.7
143,대구,1950-12,.5,13.5,-9.1
143,대구,1951-01,-.9,12.5,-12.7
143,대구,1951-02,1.8,16.4,-8.9
143,대구,1951-03,4.9,19.5,-10.1
143,대구,1951-04,11.3,22,1.7
143,대구,1951-05,18.3,32.6,7.4
143,대구,1951-06,21.8,36.9,12.6
143,대구,1951-07,24.7,36,15.1
143,대구,1951-08,27.7,38.2,18
143,대구,1951-09,20.1,30.4,9.3
143,대구,1951-10,15.2,29.3,2.7
143,대구,1951-11,8.1,20.2,-5.4
143,대구,1951-12,2.9,14,-6.4
143,대구,1952-01,-.6,12.5,-9.5
143,대구,1952-02,-.7,12.2,-12.1
143,대구,1952-03,5,18.2,-6.8
143,대구,1952-04,12.7,26.7,1.4
143,대구,1952-05,17.6,31,5
143,대구,1952-06,22.3,33.7,12
143,대구,1952-07,25.1,36.4,17.7
143,대구,1952-08,25.7,38.2,16.9
143,대구,1952-09,20.2,29.4,8.5
143,대구,1952-10,13.6,26.4,2.4
143,대구,1952-11,9,22.8,-1.2
143,대구,1952-12,-.3,11.4,-11.7
143,대구,1953-01,-3.1,15.5,-17.6
143,대구,1953-02,-.1,15.2,-13
143,대구,1953-03,6.7,20.1,-2.9
143,대구,1953-04,11.5,28.7,-.4
143,대구,1953-05,17.3,30.4,4.4
143,대구,1953-06,20.8,32.6,14.3
143,대구,1953-07,25.7,36.1,17
143,대구,1953-08,26.2,36.9,17.3
143,대구,1953-09,20.9,31.4,12.2
143,대구,1953-10,15.7,28.8,3.5
143,대구,1953-11,6.7,19.3,-4.4
143,대구,1953-12,3.1,20.8,-5.7
143,대구,1954-01,.9,9.8,-8
143,대구,1954-02,2.4,17.9,-8
143,대구,1954-03,6,22.6,-6.1
143,대구,1954-04,12.7,25.4,2.4
143,대구,1954-05,17,29.6,6.3
143,대구,1954-06,19,30.2,11.9
143,대구,1954-07,22.6,32.4,15.7
143,대구,1954-08,26.6,36.8,17.1
143,대구,1954-09,21.4,32.1,11
143,대구,1954-10,12.9,23.1,2.3
143,대구,1954-11,10.4,22.1,.5
143,대구,1954-12,1.5,13.9,-8.6
143,대구,1955-01,-2.5,9.1,-12.6
143,대구,1955-02,2.3,16.1,-10.9
143,대구,1955-03,7,24.5,-4.4
143,대구,1955-04,12.6,29.3,0
143,대구,1955-05,18,30.4,8.9
143,대구,1955-06,22.7,35.5,11.8
143,대구,1955-07,26.3,35.7,18.6
143,대구,1955-08,25.4,35.7,17.6
143,대구,1955-09,20.7,30.6,10.6
143,대구,1955-10,13.3,26.6,2.6
143,대구,1955-11,7,20.3,-1.8
143,대구,1955-12,2.8,14.4,-7.5
143,대구,1956-01,-.9,11.8,-11
143,대구,1956-02,-.4,12.8,-9.7
143,대구,1956-03,5.8,18.9,-5.7
143,대구,1956-04,11.5,28.4,.3
143,대구,1956-05,16.6,30.5,7.3
143,대구,1956-06,20.5,32.4,11.4
143,대구,1956-07,24.8,35.5,15.4
143,대구,1956-08,24.4,38.3,15.1
143,대구,1956-09,20.2,33.5,7.2
143,대구,1956-10,13.8,25.7,.7
143,대구,1956-11,4.9,21.1,-7.4
143,대구,1956-12,-1.7,12.3,-10.9
143,대구,1957-01,.4,12.9,-8.8
143,대구,1957-02,-.9,9.3,-13.1
143,대구,1957-03,3.2,20.2,-7.8
143,대구,1957-04,12.4,27.6,-2.2
143,대구,1957-05,17.9,30.8,4.8
143,대구,1957-06,20.6,31.7,9.6
143,대구,1957-07,23.7,34.6,17.5
143,대구,1957-08,24.3,32.8,16.3
143,대구,1957-09,18.6,29.2,7.4
143,대구,1957-10,14.2,27.2,0
143,대구,1957-11,9.2,19.6,-4.3
143,대구,1957-12,2.1,12.6,-6.7
143,대구,1958-01,-2.5,13.6,-13.4
143,대구,1958-02,1.8,17.3,-9.6
143,대구,1958-03,6.4,24.8,-8.9
143,대구,1958-04,12.5,23.2,.2
143,대구,1958-05,17.5,34,5.9
143,대구,1958-06,22.9,38,13.2
143,대구,1958-07,25.6,36.5,18.1
143,대구,1958-08,23.7,35.8,16.2
143,대구,1958-09,20.3,30.7,8.5
143,대구,1958-10,13.3,25.3,0
143,대구,1958-11,8.8,20.4,-1.1
143,대구,1958-12,5.2,13.7,-3.5
143,대구,1959-01,-1.7,12.4,-13.5
143,대구,1959-02,4.1,14.5,-5.9
143,대구,1959-03,8.1,22.7,-3.5
143,대구,1959-04,12.3,26.5,1.5
143,대구,1959-05,18.5,31.7,7.7
143,대구,1959-06,21.7,35,12
143,대구,1959-07,26.1,37.5,17.4
143,대구,1959-08,25.9,36.7,18.6
143,대구,1959-09,21.4,30.2,11.6
143,대구,1959-10,15.4,28.2,1.5
143,대구,1959-11,8.2,21.8,-3.7
143,대구,1959-12,2.7,15.6,-11.1
143,대구,1960-01,-1.1,16.3,-13.4
143,대구,1960-02,3.3,18.8,-6.9
143,대구,1960-03,8.2,20.5,-4.4
143,대구,1960-04,11.9,27.9,-.6
143,대구,1960-05,17.3,28.5,7.9
143,대구,1960-06,22.4,34.2,12.6
143,대구,1960-07,26.5,36.3,16.9
143,대구,1960-08,27,36.5,18.7
143,대구,1960-09,20.8,34.4,13.2
143,대구,1960-10,14.9,25.2,3.8
143,대구,1960-11,8.4,22.2,-7.6
143,대구,1960-12,.8,13.7,-10.9
143,대구,1961-01,-2.6,9.3,-13.3
143,대구,1961-02,1,15.4,-11.1
143,대구,1961-03,7.4,21,-3.3
143,대구,1961-04,13.6,27.2,0
143,대구,1961-05,18.5,31.3,7.4
143,대구,1961-06,22.1,34.4,12.3
143,대구,1961-07,27.2,35.9,20.6
143,대구,1961-08,27,35.4,19.2
143,대구,1961-09,22.1,33.3,10.4
143,대구,1961-10,16.7,27.1,7.3
143,대구,1961-11,9.4,20.6,-1.1
143,대구,1961-12,1.7,14.4,-7.8
143,대구,1962-01,-1.1,8.4,-7.7
143,대구,1962-02,1.6,16,-10.2
143,대구,1962-03,5.8,20.2,-5.4
143,대구,1962-04,12.2,26.4,-2
143,대구,1962-05,19.4,36.6,8
143,대구,1962-06,21.9,35.4,12
143,대구,1962-07,26,36.7,18
143,대구,1962-08,26.4,35.8,18.2
143,대구,1962-09,20.6,30.8,10.1
143,대구,1962-10,14.4,29.2,1.9
143,대구,1962-11,7.4,21.1,-3.7
143,대구,1962-12,3.1,14.9,-6.7
143,대구,1963-01,-4.9,6.4,-13.7
143,대구,1963-02,-.4,13.2,-11.7
143,대구,1963-03,6.9,22.1,-4.8
143,대구,1963-04,12,26,-.6
143,대구,1963-05,17.1,29.1,5.4
143,대구,1963-06,19.9,32.2,9.1
143,대구,1963-07,25.9,34.4,17.7
143,대구,1963-08,25.7,34.2,18.9
143,대구,1963-09,20.6,30.8,10
143,대구,1963-10,14,26,2.2
143,대구,1963-11,8.2,20.7,-3.7
143,대구,1963-12,2.6,15.1,-8.4
143,대구,1964-01,1.4,11.4,-9.1
143,대구,1964-02,-.5,10.5,-10.6
143,대구,1964-03,6.1,22.5,-3.5
143,대구,1964-04,13,27.6,2
143,대구,1964-05,19.3,31.3,7.9
143,대구,1964-06,22.2,34.2,13.2
143,대구,1964-07,27.6,37.7,16
143,대구,1964-08,28.3,38.6,20.2
143,대구,1964-09,21.5,33.2,9.7
143,대구,1964-10,14.6,25.2,1.7
143,대구,1964-11,7.9,17.9,-2.8
143,대구,1964-12,2,14.7,-8.3
143,대구,1965-01,-1.9,7.8,-11.8
143,대구,1965-02,.7,12.1,-12.4
143,대구,1965-03,5.2,19,-5
143,대구,1965-04,11.4,26.1,-.9
143,대구,1965-05,18.6,31.2,6.7
143,대구,1965-06,22.6,35.2,11.4
143,대구,1965-07,24.7,36,17.4
143,대구,1965-08,26.4,34.2,19.9
